CONTRACT_ID,km_8,km_16
21807554,0,12
21807603,5,5
21807744,0,8
21808011,4,4
21811903,0,8
21812275,0,12
21812547,0,12
21814875,0,8
21816199,0,12
21819597,0,8
21819648,0,8
21819667,0,8
21819675,2,13
21819705,3,9
21819732,0,12
21819759,2,2
21819787,2,11
21819810,0,8
21819838,2,11
21819897,0,8
21819937,0,8
21819963,0,8
21819992,4,13
21820004,6,6
21820033,0,8
21820043,0,8
21820060,4,4
21820075,0,8
21820104,0,8
21820119,2,13
21820151,0,8
21820249,0,8
21820346,2,13
21820357,0,8
21820505,6,2
21820593,4,13
21820601,4,13
21821735,2,11
21821858,4,4
21821990,2,11
21822074,0,12
21822123,0,0
21822558,4,12
21822707,0,12
21823064,0,12
21823167,4,4
21823180,0,8
21823625,2,11
21823670,0,8
21823757,0,12
21823926,0,8
21824199,0,8
21824325,0,8
21824608,0,12
21824843,0,8
21824959,0,8
21825046,0,8
21828433,2,11
21828817,4,13
21828914,0,8
21829489,5,5
21829512,0,8
21830352,0,8
21837318,4,13
21837546,2,11
21837847,0,12
21838633,4,4
21838776,2,2
21839298,0,12
21839352,0,8
21839506,2,11
21839540,0,8
21839624,0,8
21839741,0,8
21839964,2,13
21840066,0,0
21840104,0,8
21840255,3,9
21840366,0,8
21840578,2,2
21840592,0,8
21840906,2,13
21841652,0,8
21843332,3,9
21847174,0,8
21847660,0,8
21847815,0,8
21847893,3,9
21851919,5,5
21852063,5,6
21852112,0,8
21852702,0,12
21852979,3,9
21853484,0,8
21853511,0,8
21853771,0,8
21853804,0,8
21853824,0,8
21854043,2,11
21854299,2,11
21854321,4,4
21854492,0,8
21856433,0,8
21856771,2,2
21858736,2,2
21858865,0,8
21862987,0,8
21863042,2,11
21863123,0,8
21863151,0,9
21867476,6,6
21867569,3,9
21867864,4,4
21868032,2,11
21868081,0,8
21868089,0,12
21868291,0,0
21868315,1,1
21868323,0,8
21868588,4,13
21868602,0,8
21868708,0,8
21869039,0,9
21869899,2,2
21870032,4,4
21870200,0,8
21870480,4,4
21870490,6,2
21870748,4,4
21871148,0,8
21876273,0,12
21878782,0,8
21879975,2,2
21880148,0,8
21886053,0,9
21886599,0,8
21886808,0,8
21886937,6,6
21887113,2,2
21887291,4,4
21887395,0,8
21887405,0,8
21887508,0,8
21887561,5,5
21887751,0,8
21887833,0,12
21887872,2,11
21888087,0,8
21888261,0,12
21888462,0,8
21888622,0,8
21889000,0,8
21889039,0,8
21889663,0,8
21922035,3,9
21922093,0,12
21922102,0,8
21922145,0,8
21922234,0,8
21922257,2,2
21922307,4,13
21922467,0,12
21922483,2,2
21922501,4,13
21922512,4,4
21923393,2,2
21926059,5,6
21926524,0,8
21926748,0,8
21926757,1,1
21926940,0,8
21927383,0,0
21942779,0,8
21943437,3,9
21943865,0,8
21944576,0,8
21944699,3,14
21945380,0,8
21952477,3,9
21957767,3,9
21957854,0,8
21957886,0,8
21959062,0,12
21959793,4,4
21961928,0,0
21970761,2,11
21971312,0,0
21971485,4,4
21972311,4,4
21972838,2,11
21973074,0,8
21973521,2,2
21975902,0,8
21976300,0,12
21980607,0,0
21984995,0,8
21985242,0,8
21985726,0,8
21985747,4,4
21986066,4,13
21987339,0,8
21987350,0,8
21987621,4,15
21987812,0,8
21988068,3,9
21994859,0,8
21994940,0,8
21998495,4,13
21998522,0,8
21998541,3,9
21998599,3,9
21998607,4,13
21998655,2,11
21998715,2,11
21998758,3,9
22000533,4,4
22000907,4,12
22001400,0,8
22001678,2,11
22001805,0,8
22002217,0,12
22003053,0,0
22004895,0,8
22020022,0,8
22020655,4,4
22020958,0,8
22021447,4,12
22022677,0,8
22023457,0,8
22023864,2,2
22024411,4,13
22024921,0,8
22025083,2,13
22027214,3,9
22031927,5,5
22036299,0,8
22036923,4,4
22037002,1,1
22037248,0,8
22038613,0,8
22038990,2,2
22039046,0,8
22039310,1,1
22053469,0,8
22053562,0,8
22053688,0,12
22053717,0,12
22053738,6,2
22053999,0,8
22054142,0,12
22054347,0,8
22054462,6,10
22054756,5,5
22055086,0,8
22055125,0,8
22055597,3,9
22055915,4,4
22056044,0,8
22056167,0,8
22056345,0,8
22056524,0,12
22057597,0,8
22058702,4,4
22065443,4,4
22069090,2,11
22069590,0,8
22069735,0,12
22069757,0,8
22069994,6,10
22070011,0,8
22070280,0,8
22070670,0,8
22070800,0,8
22071170,0,8
22071237,0,12
22071508,0,8
22071894,3,9
22072021,0,8
22072416,0,8
22072426,2,2
22072435,0,8
22072850,4,13
22073196,0,0
22073341,1,1
22073355,0,12
22073541,0,8
22073551,0,8
22073603,0,8
22073972,3,9
22085309,2,11
22085342,0,12
22085433,0,8
22085476,2,11
22085546,0,8
22085783,0,8
22085810,0,8
22085822,0,8
22085879,2,2
22085887,0,8
22085916,5,5
22086123,0,12
22086218,0,8
22086235,0,8
22086299,0,8
22086389,0,8
22086405,0,8
22086999,2,11
22087111,0,8
22088025,4,4
22088821,1,1
22088900,3,9
22089369,0,8
22089440,0,8
22089664,2,11
22089672,4,13
22089764,0,8
22091588,0,8
22091604,0,8
22094609,2,13
22094648,0,8
22095215,0,8
22099344,4,4
22103413,0,8
22103572,0,8
22104174,0,8
22104370,5,5
22104632,4,4
22104704,4,13
22104887,4,13
22105394,4,13
22105529,0,8
22105712,0,0
22106207,0,0
22106738,4,4
22114139,0,8
22114174,0,8
22118188,0,8
22118378,0,8
22118465,0,8
22118568,0,12
22118650,0,8
22119194,2,11
22119202,0,8
22119208,5,6
22119273,3,9
22119429,5,6
22119575,4,12
22119583,2,11
22119791,2,11
22119956,0,8
22119989,0,8
22120366,0,0
22120620,3,9
22120907,0,8
22121742,0,12
22123491,2,11
22128128,0,8
22133574,0,8
22133828,0,8
22133887,2,11
22134628,0,8
22134649,0,8
22134777,0,8
22135056,0,8
22135326,3,9
22135398,0,8
22135814,0,8
22135974,0,8
22136015,0,8
22136073,0,8
22136222,0,12
22136350,0,8
22136531,4,4
22137239,0,12
22137285,0,8
22137727,0,0
22140227,2,2
22140263,3,9
22144292,0,8
22148249,4,13
22148304,6,10
22148410,0,8
22148463,0,8
22148478,4,13
22148599,0,8
22149098,2,2
22149394,0,12
22149503,5,5
22149630,0,8
22149704,4,13
22150141,0,8
22150461,0,8
22150768,3,9
22150804,0,12
22150898,3,9
22150907,2,11
22151023,4,13
22151112,0,8
22151301,4,13
22151389,0,8
22151490,3,9
22151869,0,8
22152149,0,12
22152178,0,0
22152818,0,8
22154733,0,8
22159695,4,4
22163621,0,8
22163636,0,8
22163768,4,4
22163789,0,8
22163808,0,12
22163850,0,8
22164195,0,12
22164492,0,8
22164583,3,9
22164673,0,8
22165100,0,8
22165174,2,11
22165492,4,13
22165656,0,12
22165975,0,8
22166293,0,12
22166429,3,9
22166754,4,13
22166901,0,8
22169013,5,5
22169871,3,9
22170526,0,8
22174924,4,4
22174938,0,8
22178740,0,8
22178770,0,12
22178790,2,11
22178819,0,8
22178837,4,4
22178884,0,8
22178919,0,8
22179040,0,8
22179138,0,8
22179383,0,12
22179445,0,12
22179465,2,11
22179497,0,8
22179534,3,9
22179582,0,8
22179601,0,8
22179633,0,8
22179679,0,8
22179701,4,4
22179726,4,4
22179784,0,8
22179802,0,8
22179821,0,12
22179843,3,9
22179883,4,4
22179892,4,13
22179913,0,8
22180925,0,8
22181460,2,11
22181522,0,8
22181667,0,8
22181963,0,12
22182264,0,12
22182409,0,12
22182525,4,13
22182591,0,12
22182644,0,8
22182784,0,8
22183118,4,4
22183242,0,12
22183344,3,9
22183513,0,12
22183590,0,8
22183686,0,8
22184016,0,8
22184234,5,6
22184413,0,12
22184678,0,8
22184997,0,8
22185108,4,12
22185121,0,12
22185753,3,9
22188545,2,11
22193486,0,12
22194032,0,8
22194046,0,12
22194082,0,8
22199072,0,8
22199250,1,1
22199289,3,9
22199306,0,8
22199468,0,8
22199550,2,11
22199590,0,12
22199686,2,11
22199976,2,2
22200035,4,4
22200090,0,8
22200132,0,8
22200144,4,13
22200167,2,13
22200762,0,8
22200813,2,11
22200868,0,12
22200908,0,8
22200983,6,2
22200985,4,4
22201215,2,13
22201244,3,9
22201310,4,13
22201382,0,12
22201706,3,9
22201924,0,8
22202007,2,11
22202032,6,2
22202199,4,13
22202400,3,9
22202544,2,13
22202782,0,8
22203194,0,8
22203254,4,13
22203328,2,11
22203681,0,12
22203815,0,8
22204370,2,11
22204971,4,4
22207889,0,8
22210104,0,8
22210296,0,8
22211157,0,12
22211218,0,8
22214645,5,5
22214959,0,12
22219251,2,2
22219393,0,12
22219429,2,11
22219830,4,4
22220118,3,9
22220644,3,9
22221035,0,8
22221089,4,4
22221263,0,12
22221339,0,12
22221407,0,8
22221565,0,8
22221800,3,9
22221937,3,9
22222018,2,2
22222203,0,8
22222489,4,13
22222729,0,8
22222986,0,8
22223288,4,4
22223407,0,8
22223716,0,8
22223884,0,8
22223946,3,9
22224096,2,13
22224379,4,13
22224597,0,8
22224653,0,8
22224673,2,2
22224706,4,4
22224880,4,13
22224888,4,4
22225006,4,4
22225271,0,8
22225310,0,8
22225404,0,12
22226544,0,8
22233602,0,12
22233717,1,1
22245418,4,12
22245510,3,9
22245518,4,4
22245597,0,12
22245648,2,11
22245754,3,9
22245869,0,8
22246151,0,12
22246316,0,8
22246659,2,2
22246792,0,8
22246987,2,11
22247013,6,10
22247153,0,8
22247226,4,13
22247256,0,8
22247268,3,9
22247386,0,8
22247549,2,11
22247620,3,9
22247859,0,0
22247995,2,2
22248079,0,8
22248168,4,13
22248233,2,13
22250364,4,4
22250488,5,5
22250993,4,13
22251040,3,9
22251254,4,13
22251384,0,8
22251541,2,11
22251843,0,12
22251857,0,8
22252058,0,12
22252121,2,13
22252415,0,12
22252441,0,12
22252548,3,9
22252693,4,4
22252710,0,8
22252718,0,8
22252781,4,13
22253002,2,11
22253030,2,11
22253057,0,12
22253341,0,8
22253847,2,11
22254041,0,8
22254394,0,8
22259465,0,12
22259490,5,5
22263046,3,9
22289155,0,8
22289712,0,8
22289996,0,8
22290055,4,4
22290798,0,8
22290929,4,4
22291202,0,12
22291263,0,8
22291522,0,12
22295030,4,13
22303941,0,8
22304967,0,8
22305042,0,12
22305188,3,9
22305233,1,5
22305734,0,8
22305890,0,0
22306128,0,8
22308248,0,8
22318795,3,3
22319658,0,8
22320159,0,8
22320193,0,8
22320572,0,8
22321015,0,12
22321099,0,0
22321375,0,8
22321567,0,8
22321866,3,3
22322088,0,8
22322610,0,8
22323121,0,8
22325291,0,12
22325311,0,8
22325384,4,4
22325398,0,12
22325407,4,13
22333780,2,11
22333796,2,6
22333808,1,1
22333923,0,8
22334034,0,12
22334054,0,8
22334083,0,8
22335646,0,8
22336364,0,8
22336714,0,8
22337035,0,8
22337381,0,8
22337731,2,15
22338220,0,8
22338375,0,8
22351446,0,8
22351497,0,8
22351984,0,8
22352194,0,0
22352339,5,5
22352873,2,11
22353544,0,8
22354343,3,9
22355032,0,8
22355391,0,8
22362070,6,10
22367401,0,8
22368226,0,0
22368628,0,8
22369394,0,8
22369407,0,8
22370401,0,8
22371877,0,8
22379030,0,8
22384049,0,8
22384163,2,11
22385253,0,8
22385620,4,13
22386217,2,13
22386255,0,8
22386267,5,5
22386779,0,8
22386921,4,4
22387012,4,4
22387134,0,12
22387405,0,8
22387847,0,8
22387946,0,8
22390951,0,8
22399737,2,11
22399817,2,11
22399911,0,8
22400045,0,12
22400105,2,11
22400119,0,8
22400184,0,12
22400234,0,8
22400881,0,12
22401124,2,2
22401491,0,8
22401569,4,4
22401699,0,8
22401733,0,12
22401777,0,8
22401991,0,8
22402510,0,12
22403320,0,8
22407578,0,8
22407743,0,8
22407755,0,8
22408031,0,8
22409421,4,13
22420667,0,8
22421063,4,13
22421456,0,12
22421484,4,4
22422586,0,8
22422742,0,8
22422830,0,8
22422851,3,3
22423347,1,1
22423901,0,12
22424185,0,8
22424226,0,8
22424359,4,4
22425044,0,8
22431698,3,3
22439942,3,9
22440721,2,11
22441282,2,11
22441661,0,12
22442135,5,5
22442485,4,4
22443245,0,8
22443731,4,13
22443746,0,12
22443795,4,13
22443966,0,12
22445051,1,1
22450895,0,8
22452488,0,8
22457278,4,4
22457306,0,12
22458909,4,4
22459281,0,8
22459504,4,13
22459620,0,8
22461947,0,12
22465245,0,8
22467098,0,8
22467141,0,8
22471277,0,12
22472493,0,12
22472534,0,8
22472874,0,8
22472921,1,1
22473959,1,1
22474223,0,12
22474332,2,11
22474374,4,4
22475504,0,8
22482033,0,8
22482130,2,2
22482214,0,8
22482309,0,8
22482392,0,8
22489848,0,8
22489887,2,11
22489920,0,8
22489954,0,12
22490056,0,8
22490172,0,12
22490208,0,8
22490243,0,8
22490261,0,8
22490311,0,8
22491338,0,8
22491408,0,8
22491466,4,4
22491658,0,8
22491867,0,8
22492191,4,13
22492457,0,12
22492831,0,8
22493185,0,12
22493582,0,12
22494216,0,8
22494286,0,8
22494355,0,8
22495000,0,8
22501201,5,6
22501815,0,8
22502600,0,8
22507678,4,4
22507781,0,12
22508157,0,8
22508260,0,8
22508520,0,8
22508637,0,8
22508730,0,8
22508854,0,8
22508880,2,11
22508917,2,6
22509142,4,15
22509280,4,4
22509465,2,11
22509907,0,12
22510363,0,8
22510531,4,4
22510574,0,8
22512864,2,13
22513978,0,12
22517654,0,8
22517904,0,8
22518722,0,8
22523078,0,8
22524604,0,8
22524871,0,8
22524882,4,13
22524963,0,8
22525292,0,8
22525388,0,8
22525629,0,8
22525675,0,0
22525852,0,8
22525982,0,0
22526028,6,10
22526214,5,5
22526374,3,3
22526424,0,12
22526977,0,8
22530696,0,8
22534022,0,8
22538424,0,12
22538589,0,8
22538810,2,13
22538903,2,11
22539152,0,8
22539193,2,11
22539559,0,8
22539760,0,8
22539881,0,8
22540036,0,12
22540176,0,8
22540190,0,0
22540347,2,11
22540464,0,8
22540481,0,8
22541040,2,11
22541358,5,6
22541376,0,8
22541453,0,8
22541489,4,4
22542615,0,8
22545013,2,11
22548402,0,8
22554038,4,13
22554192,0,8
22554202,0,8
22554236,0,12
22554439,4,12
22554605,4,4
22554724,0,8
22554871,0,8
22554898,0,12
22554940,4,13
22554968,2,11
22555096,4,4
22555128,0,8
22555523,5,6
22556306,0,8
22556360,0,12
22556726,0,8
22557025,4,4
22557560,2,2
22560358,0,8
22560512,5,6
22569429,0,8
22569523,0,8
22569579,4,13
22569643,0,12
22569788,4,12
22569833,0,12
22569853,5,5
22569891,0,8
22569963,0,8
22569998,2,13
22570007,5,5
22570051,0,8
22570520,4,4
22572198,2,2
22572274,0,8
22573296,4,4
22573317,0,8
22574275,0,8
22575626,2,13
22575873,0,8
22575972,0,12
22576727,5,5
22577932,4,4
22581141,4,13
22591718,5,5
22591756,5,5
22592025,2,2
22592072,0,8
22592227,0,0
22592362,0,12
22593044,4,4
22593081,0,0
22593192,4,13
22593296,5,5
22593716,4,13
22593915,0,8
22593941,0,12
22593994,0,8
22594220,0,8
22594415,0,12
22594921,0,8
22595631,6,6
22605981,0,8
22606466,3,3
22606487,0,8
22606646,2,11
22606775,0,8
22606878,0,8
22606983,4,4
22606995,0,8
22607413,0,12
22607500,3,3
22607880,0,8
22608012,0,8
22608057,4,4
22608644,0,8
22608700,4,4
22609073,5,6
22609090,0,12
22609280,3,3
22609295,2,13
22609386,0,12
22612036,3,3
22612076,0,8
22615294,4,13
22615321,5,5
22616418,0,8
22616692,4,4
22616709,0,8
22616809,2,11
22620990,0,12
22621071,0,8
22621080,4,4
22621130,0,8
22621150,4,4
22623250,4,4
22623387,0,8
22623608,0,8
22626414,5,5
22626565,0,8
22626658,0,8
22626823,0,8
22626837,0,12
22627082,5,5
22627098,0,8
22627129,0,8
22630079,2,11
22630332,0,8
22630758,0,8
22630933,2,11
22630947,0,8
22631970,0,8
22632099,0,8
22632490,4,4
22632535,4,4
22632562,0,8
22632662,0,8
22632823,0,8
22632951,0,8
22633018,0,8
22633083,0,8
22633487,4,4
22633550,0,8
22634994,0,8
22635021,0,12
22638070,0,12
22638176,0,8
22638433,2,11
22670790,0,8
22672226,0,12
22672527,2,11
22672794,0,8
22673073,4,4
22673537,0,8
22673958,0,8
22674136,0,12
22674465,0,8
22674624,0,8
22674832,4,4
22674926,0,8
22675018,1,1
22675062,0,8
22675113,4,4
22675269,0,8
22676457,0,8
22677923,0,8
22686753,0,12
22686775,4,13
22686811,1,1
22686914,2,6
22686951,0,8
22687052,4,4
22687078,0,12
22687173,0,12
22687194,0,12
22687226,0,12
22687249,0,8
22687260,4,13
22687325,1,1
22687792,0,8
22687803,0,8
22688995,0,8
22689022,4,4
22689500,0,8
22689983,4,13
22691456,0,8
22697592,3,3
22705632,0,8
22705673,2,11
22705763,0,8
22705938,0,8
22706101,0,8
22706128,0,8
22706198,0,8
22706292,4,4
22706509,4,4
22706806,0,8
22706880,4,13
22707211,0,8
22707226,0,12
22708322,4,13
22708337,2,11
22708687,0,12
22708934,4,13
22709088,0,8
22709146,0,8
22709681,2,13
22709798,0,8
22711986,0,8
22718440,0,12
22718701,0,8
22718735,4,13
22718893,0,8
22720051,0,12
22720319,0,12
22720409,4,4
22720521,0,8
22720715,0,8
22721463,2,11
22721542,0,8
22721959,0,12
22722595,4,13
22728824,0,8
22733884,0,8
22734165,3,3
22734572,4,4
22734956,0,8
22734966,0,8
22735117,0,8
22735476,0,8
22735614,2,6
22736442,0,8
22736765,0,8
22737100,0,12
22737391,4,13
22740234,0,12
22741863,0,8
22746837,0,8
22751258,0,12
22751681,2,11
22751751,0,8
22751882,4,13
22751898,0,8
22752640,0,8
22752787,0,8
22752898,0,8
22753129,0,8
22753426,0,8
22753467,2,11
22753661,4,13
22753714,0,8
22753940,4,13
22753985,5,5
22754139,0,8
22754196,2,11
22754551,0,8
22755203,0,8
22755224,4,15
22755412,0,8
22755819,0,8
22756192,0,8
22768328,0,8
22768384,4,13
22768395,0,8
22768412,0,8
22768443,4,4
22768462,4,4
22768650,0,8
22768809,0,8
22768870,1,1
22769293,4,13
22769330,0,8
22769429,0,12
22769452,0,8
22769510,0,8
22769548,0,8
22770305,0,12
22770679,0,8
22770743,0,8
22771485,0,8
22771912,0,8
22772806,0,8
22773291,4,12
22774961,6,6
22775182,0,8
22775249,0,8
22777128,4,4
22778510,0,12
22780275,4,12
22780659,4,4
22789217,2,11
22789748,0,12
22789826,0,8
22790072,2,11
22790131,0,8
22790432,3,3
22790994,0,8
22791430,4,13
22791556,4,13
22791905,5,5
22792125,0,12
22792376,0,8
22792492,0,8
22792670,0,8
22792932,0,8
22793000,0,8
22793053,0,8
22793807,0,8
22793822,0,8
22793982,2,13
22794360,1,1
22796674,0,8
22797628,0,8
22810068,0,8
22810202,0,8
22810880,2,11
22810993,2,11
22811007,3,9
22811438,0,8
22811447,0,12
22811485,4,4
22812220,0,8
22812280,0,8
22812431,0,8
22812924,0,0
22813628,0,8
22818230,0,0
22819954,0,8
22821219,0,12
22825471,0,12
22825755,0,12
22825783,0,8
22825860,0,8
22825932,2,11
22825976,0,12
22826117,4,13
22826444,4,4
22826723,4,13
22826798,4,4
22827543,0,8
22827589,0,12
22827663,0,12
22827726,4,13
22827893,0,12
22828030,0,12
22828131,5,5
22828191,0,12
22828533,0,8
22828764,2,11
22829063,0,8
22829107,0,8
22829146,0,8
22829183,0,8
22829196,0,8
22829358,0,8
22829592,0,8
22829707,0,12
22829901,0,8
22830714,0,12
22833652,0,12
22836608,4,13
22837747,0,8
22837986,0,8
22838446,4,13
22842462,0,8
22842474,2,2
22842686,0,8
22842851,3,9
22843049,0,8
22843506,4,4
22843764,0,8
22844038,4,4
22844153,0,8
22844419,0,0
22844439,4,13
22844473,0,8
22844607,0,12
22845408,0,8
22845709,0,8
22845947,0,8
22845958,0,8
22846454,0,8
22847265,0,12
22848466,0,8
22854449,0,8
22855817,3,9
22860456,0,8
22860508,4,13
22860633,4,13
22860753,0,8
22861305,0,8
22861429,4,4
22861502,0,8
22862122,0,8
22862193,0,8
22862786,0,8
22863937,0,8
22864116,4,4
22865641,0,8
22866413,0,8
22866541,3,9
22866576,0,8
22868416,0,8
22869084,0,12
22875978,4,4
22876142,0,8
22876480,0,8
22877234,4,4
22877399,0,8
22878157,0,8
22879405,0,8
22879490,2,2
22880632,0,8
22891964,0,12
22892182,0,8
22892300,4,4
22892613,0,8
22892777,4,4
22892853,4,4
22893113,0,8
22893928,0,12
22893940,0,8
22893994,0,12
22894273,0,8
22894708,2,11
22895440,0,8
22895796,0,8
22895826,4,13
22895974,0,12
22896455,0,12
22898634,2,11
22898751,3,3
22898932,4,4
22899213,0,8
22899381,4,4
22900329,4,4
22908651,5,5
22908665,2,11
22908848,0,8
22909208,0,8
22909234,0,8
22909538,4,13
22909782,0,8
22909814,4,4
22910021,0,8
22910044,0,8
22910191,0,8
22910236,0,8
22910466,5,5
22910521,0,8
22910542,0,0
22911542,3,3
22911593,0,8
22912394,0,8
22912639,0,8
22912701,4,13
22916221,4,4
22916294,0,8
22921570,0,8
22921749,0,8
22921849,4,13
22922606,0,8
22922647,5,6
22923269,2,2
22923657,0,12
22923845,0,8
22923900,4,4
22924389,0,8
22924826,4,4
22925241,0,8
22926082,0,8
22926459,2,6
22926773,0,8
22929218,0,8
22932233,2,11
22932947,4,4
22938143,0,8
22938218,2,2
22938337,0,8
22938442,0,8
22938506,2,11
22938555,4,13
22938650,2,13
22938679,0,12
22938694,0,8
22938766,0,8
22938787,0,8
22938837,2,13
22939120,4,4
22939142,5,5
22939161,0,8
22939304,0,8
22940166,4,4
22941345,3,3
22942031,0,8
22942102,0,8
22942346,0,8
22942750,0,12
22942893,0,8
22943512,4,13
22943753,2,11
22947208,4,13
22947384,4,4
22948041,0,8
22948452,4,4
22948920,4,13
22959125,4,13
22959224,2,11
22960087,2,11
22960949,5,6
22962206,0,8
22962714,4,4
22963235,4,4
22963241,0,0
22964423,5,6
22968929,0,8
22980381,0,12
22981170,0,12
22982036,0,8
22982078,3,3
22982131,0,8
22982283,0,8
22983615,0,0
22984112,1,1
22984181,0,12
22984429,0,8
22984475,4,4
22984787,0,8
22985662,4,4
22986665,0,8
22986750,4,4
22986754,5,5
22986872,0,8
22986905,0,12
22989931,0,8
22990593,0,8
23004785,4,13
23004939,0,8
23005460,2,13
23005723,0,8
23005753,3,3
23005959,2,13
23005972,0,8
23006196,0,8
23006439,5,5
23006459,0,8
23006819,0,8
23006868,0,12
23007070,0,0
23007123,0,8
23007210,2,11
23007674,0,8
23007799,2,11
23007894,0,8
23008243,4,13
23008314,0,12
23010542,4,13
23010701,4,4
23011092,4,13
23011763,0,8
23012159,0,12
23015394,4,13
23015988,0,8
23016417,2,13
23016463,0,12
23016510,0,12
23016901,2,2
23016970,0,8
23018257,4,4
23018390,0,8
23058244,0,8
23058642,0,8
23059998,0,0
23060344,0,8
23065099,0,12
23079734,0,12
23080452,0,12
23081939,0,8
23082783,0,12
23083820,0,8
23084903,0,8
23092092,4,4
23100619,0,8
23101221,0,8
23101511,0,8
23101567,4,13
23101962,4,4
23103611,3,3
23108157,3,3
23116550,0,8
23117088,0,12
23117376,0,8
23117385,0,8
23117408,0,8
23117456,0,8
23117922,1,1
23117978,1,1
23118069,0,8
23118292,3,3
23118768,4,13
23119712,0,8
23120162,4,4
23120445,0,8
23121257,4,4
23121584,2,6
23121624,0,8
23124021,0,12
23124219,0,12
23124820,0,8
23125308,0,12
23125509,0,8
23132161,0,8
23133736,4,4
23134007,0,8
23134116,0,12
23134558,4,13
23137888,4,13
23138252,2,11
23138507,4,4
23139016,0,8
23139297,2,11
23144354,0,12
23155592,0,8
23155833,0,8
23156053,0,8
23156086,4,4
23156101,0,12
23156693,0,8
23156976,4,13
23157117,0,8
23157206,0,12
23158036,2,11
23159503,0,8
23160082,4,4
23160342,3,3
23160760,0,8
23161435,4,4
23161688,0,8
23162064,0,8
23165318,0,8
23167161,0,8
23169678,0,8
23170880,4,4
23180076,0,12
23180217,0,8
23180907,0,8
23181604,0,12
23182209,3,14
23182995,4,4
23183946,0,12
23187716,0,8
23192601,4,13
23192789,3,14
23201737,0,8
23202187,0,8
23202889,2,15
23204253,2,11
23205001,0,8
23205406,5,5
23206791,3,14
23211079,4,15
23221210,3,14
23221318,3,14
23221337,3,9
23222616,4,12
23222782,3,3
23222956,3,14
23223030,3,14
23223347,0,8
23223367,0,8
23223818,0,8
23223888,3,3
23224364,3,14
23224398,0,12
23228573,0,12
23230015,0,12
23230858,3,3
23242332,0,8
23242368,0,8
23242790,0,8
23243104,3,14
23243461,0,12
23243493,4,4
23244029,0,12
23244264,3,14
23244581,0,8
23244646,0,8
23245078,3,14
23246741,3,9
23247350,0,8
23247492,0,8
23247612,0,8
23247756,0,8
23250241,3,3
23251826,0,8
23255171,3,14
23256868,0,8
23262239,3,14
23262252,3,14
23262263,3,14
23262333,0,12
23262503,3,14
23262694,0,8
23262747,0,8
23262894,0,8
23262922,0,8
23262937,3,14
23263041,0,12
23263090,3,3
23263121,0,8
23263677,0,12
23263706,2,11
23263739,4,13
23264101,0,8
23264121,4,13
23265652,0,8
23265663,2,6
23266183,0,8
23266433,4,4
23267259,0,8
23268933,0,8
23269766,3,3
23270223,0,12
23275344,3,14
23276249,0,8
23277928,3,9
23287800,4,4
23287844,0,12
23288732,4,13
23289508,6,6
23290387,3,3
23290824,0,12
23291067,2,11
23291085,0,12
23291539,3,3
23292689,2,13
23292809,4,4
23293304,0,8
23293451,3,14
23295954,3,3
23299857,3,3
23300177,3,14
23306124,0,8
23306566,0,8
23306660,0,0
23306766,4,13
23306926,0,8
23307040,3,14
23307691,4,4
23307798,3,3
23309356,3,14
23309589,0,8
23310617,0,8
23310876,0,8
23310974,0,12
23311087,3,14
23311146,0,8
23311431,0,12
23311932,0,8
23313741,0,8
23314232,0,8
23319784,0,8
23326903,0,8
23327047,0,12
23327090,0,0
23327274,3,3
23327751,0,0
23327921,0,8
23328833,3,14
23328938,4,4
23328959,4,4
23329003,3,3
23329364,0,0
23330164,0,8
23330310,3,14
23330358,4,4
23334988,0,8
23335223,0,8
23335331,0,8
23335721,4,4
23341120,3,3
23343294,0,8
23343370,0,12
23348565,4,13
23348830,0,8
23348940,0,8
23349090,0,8
23349309,0,8
23349359,0,12
23349607,0,8
23349763,3,14
23349804,3,14
23350298,0,8
23350447,0,8
23350762,4,13
23350885,0,8
23351177,0,12
23351214,0,8
23351908,3,14
23352799,3,14
23353318,0,8
23353427,4,12
23354085,0,8
23354222,4,4
23357385,0,8
23359858,3,9
23360653,0,8
23361843,3,14
23366218,3,14
23371229,4,4
23371243,2,2
23371335,0,12
23371367,4,4
23371420,4,4
23371481,3,14
23371533,3,14
23371575,3,14
23371688,2,11
23371716,0,8
23371987,4,4
23371998,4,13
23372148,4,13
23372553,0,12
23372838,0,12
23373978,3,3
23375431,0,8
23375590,4,4
23375743,0,8
23375933,3,14
23376362,3,14
23377398,3,14
23379028,4,13
23379478,4,4
23394502,3,3
23395820,0,8
23396069,3,3
23396837,0,12
23397198,3,14
23397389,0,8
23397441,0,8
23397641,3,3
23397731,0,8
23397746,3,14
23398128,3,14
23402063,0,8
23403049,0,8
23403505,0,8
23417326,0,12
23417645,0,8
23417898,0,8
23417947,3,14
23417964,0,8
23419034,0,9
23419551,0,8
23419597,3,14
23419670,4,4
23419716,0,8
23420592,3,3
23421698,4,4
23421932,0,12
23422290,0,12
23424265,3,3
23427592,0,8
23429402,3,3
23429453,0,8
23437688,3,14
23437707,3,14
23437774,4,4
23438174,0,8
23438934,0,8
23439292,0,12
23440146,0,8
23440225,0,12
23441604,0,8
23441799,3,3
23442162,3,14
23442473,4,4
23442631,4,12
23443112,0,8
23443220,3,14
23443556,0,8
23443829,4,13
23446035,4,13
23448654,0,8
23450207,3,14
23461448,3,14
23461506,0,8
